設置校舎,学年,時間割CD,履修期名,曜日,1,2,3,4,5,6,科目名,特記事項,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教員,教室,教室,教室,教室,教室,教室,教室,教室,教室,教室,教室
船橋,3,S42C,前期,木,,○,,,,,英語特殊講義A,交通，航宇，情報 履修推奨時限,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,,,,,,,
船橋,3,S42D,前期,木,,○,,,,,英語特殊講義A,交通，航宇，情報 履修推奨時限,島本　慎一朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,,,,,,,,,,
船橋,3,S42E,前期,木,,○,,,,,英語特殊講義A,交通，航宇，情報 履修推奨時限,丸　聡弘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,,,,,,,,,,
船橋,3,S42F,前期,木,,○,,,,,英語特殊講義A,交通，航宇，情報 履修推奨時限,水戸　俊介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,,,,,,,,,,
船橋,3,S42G,前期,木,,○,,,,,英語特殊講義B,交通，航宇，情報 履修推奨時限,松堂　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,,,,,,
船橋,3,S42H,前期,木,,○,,,,,英語特殊講義B,交通，航宇，情報 履修推奨時限,金森　強,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,3,S42I,後期,木,,○,,,,,英語特殊講義A,交通，航宇，情報 履修推奨時限,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,,,,,,,
船橋,3,S42J,後期,木,,○,,,,,英語特殊講義A,交通，航宇，情報 履修推奨時限,島本　慎一朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,,,,,,,,,,
船橋,3,S42K,後期,木,,○,,,,,英語特殊講義B,交通，航宇，情報 履修推奨時限,松堂　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1133,,,,,,,,,,
船橋,3,S42L,後期,木,,○,,,,,英語特殊講義B,交通，航宇，情報 履修推奨時限,金森　強,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,3,S44A,前期,木,,,,○,,,英語特殊講義A,,島本　慎一朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,
船橋,3,S44B,後期,木,,,,○,,,英語特殊講義A,,島本　慎一朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,
船橋,1,S45A,後期,木,,,,,○,,教養基礎ゼミナール,ジェンダーとセクシュアリティ,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,
船橋,1,S45B,後期,木,,,,,○,,電気と磁気の物理学,,安田　健人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,,,,,,,,,,
船橋,2,S45C,前期,木,,,,,○,,力と運動の物理学Ⅱ,再履修用科目,勝木　厚成,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1131,,,,,,,,,,
船橋,2,X45B,前期,木,,,,,○,,教）教育制度論,,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,3,X45E,前期,木,,,,,○,,教）数学科教育法Ⅲ,学科の指定なし,大越　健斗　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,3,X45F,後期,木,,,,,○,,教）数学科教育法Ⅳ,学科の指定なし,大越　健斗　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
駿河台,2,T45A,前期,木,,,,,○,,社会学,Ⅰ群,野呂　一仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,
駿河台,2,T45B,前期,木,,,,,○,,物理学Ⅱ,再履修用科目,粟生田　健一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
駿河台,2,Y45B,夏季集中講義,土,,,,,○,,学）博物館経営論,,伊豆原　月絵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,授業実施場所は別途連絡,,,,,,,,,,
駿河台,2,T45C,後期,木,,,,,○,,社会学,Ⅰ群,野呂　一仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134,,,,,,,,,,
駿河台,2,T45D,後期,木,,,,,○,,物理学Ⅰ,再履修用科目,粟生田　健一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
船橋,1,S46A,前期,木,,,,,,○,日本語Ⅰ(留）,オンライン授業（オンデマンド）,柳　武司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,1,S46B,後期,木,,,,,,○,日本語Ⅱ(留）,オンライン授業（オンデマンド）,柳　武司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,2,X46A,前期,木,,,,,,○,教）教育制度論,,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,2,X46B,前期,木,,,,,,○,教）数学科教育法Ⅰ,学科の指定なし,大越　健斗　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,2,X46C,後期,木,,,,,,○,教）数学科教育法Ⅱ,学科の指定なし,大越　健斗　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
駿河台,2,Y46C,後期,火,,,,,,○,学）生涯学習概論,,守重　信郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,
駿河台,3,Y46E,年間,木,,,,,,○,学）博物館実習A（見学）,,伊豆原　月絵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,授業実施場所は別途連絡,,,,,,,,,,
船橋,2,P51C,前期,金,○,,,,,,英語ⅢA,,松堂　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,2,P51D,前期,金,○,,,,,,英語ⅢA,,木村　政則,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,,,,,,,,,,
船橋,2,P51E,前期,金,○,,,,,,英語ⅢA,,乙黒　麻記子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,2,P51F,前期,金,○,,,,,,英語ⅢA,,桑山　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,2,P51G,前期,金,○,,,,,,英語ⅢA,,下村　美佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,2,P51H,前期,金,○,,,,,,English Communication Ⅰ,,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,
船橋,2,P51I,前期,金,○,,,,,,English Communication Ⅰ,,ｼﾞｮﾅｻﾝ･ﾊﾘｿﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,
船橋,2,Q51A,後期,金,○,,,,,,英語ⅢB,,松堂　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1032,,,,,,,,,,
船橋,2,Q51B,後期,金,○,,,,,,英語ⅢB,,木村　政則,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,,,,,,,,,,
船橋,2,Q51C,後期,金,○,,,,,,英語ⅢB,,乙黒　麻記子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,2,Q51D,後期,金,○,,,,,,英語ⅢB,,桑山　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,2,Q51E,後期,金,○,,,,,,英語ⅢB,,下村　美佳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,2,Q51F,後期,金,○,,,,,,English Communication Ⅱ,,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,
船橋,2,Q51G,後期,金,○,,,,,,English Communication Ⅱ,,ｼﾞｮﾅｻﾝ･ﾊﾘｿﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,
船橋,3,S52A,前期,金,,○,,,,,英語特殊講義A,海建，精機，電子 履修推奨時限,ｼﾞｮｾﾌ･ｼﾞｪｲﾑｽﾞ･ﾌｧﾗｳﾄ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1042,,,,,,,,,,
船橋,3,S52B,前期,金,,○,,,,,英語特殊講義A,海建，精機，電子 履修推奨時限,金子　利雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,,,,,,,,,,
船橋,3,S52C,前期,金,,○,,,,,英語特殊講義A,海建，精機，電子 履修推奨時限,乙黒　麻記子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,3,S52D,前期,金,,○,,,,,英語特殊講義B,海建，精機，電子 履修推奨時限,ｼﾞｮﾅｻﾝ･ﾊﾘｿﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,
船橋,3,S52E,前期,金,,○,,,,,英語特殊講義B,海建，精機，電子 履修推奨時限,安田　比呂志,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,
船橋,3,S52F,前期,金,,○,,,,,英語特殊講義B,海建，精機，電子 履修推奨時限,加藤　遼子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1233,,,,,,,,,,
船橋,3,S52G,後期,金,,○,,,,,英語特殊講義A,海建，精機，電子 履修推奨時限,乙黒　麻記子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1232,,,,,,,,,,
船橋,3,S52H,後期,金,,○,,,,,英語特殊講義A,海建，精機，電子 履修推奨時限,金子　利雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,,,,,,,,,,
船橋,3,S52I,後期,金,,○,,,,,英語特殊講義B,海建，精機，電子 履修推奨時限,ｼﾞｮﾅｻﾝ･ﾊﾘｿﾝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,,,,,,,,,,
船橋,3,S52J,後期,金,,○,,,,,英語特殊講義B,海建，精機，電子 履修推奨時限,安田　比呂志,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1234,,,,,,,,,,
駿河台,2,T52A,前期,金,,○,,,,,健康の科学,,安住　文子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CSTホール,,,,,,,,,,
駿河台,2,T52B,前期,金,,○,,,,,English Communication Ⅰ,,Campos T.O. Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S402,,,,,,,,,,
駿河台,2,T52C,前期,金,,○,,,,,微分方程式Ⅰ,,武村　一雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S203,,,,,,,,,,
駿河台,2,T52D,前期,金,,○,,,,,English Communication Ⅰ,,Darnell Ann Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S604,,,,,,,,,,
駿河台,2,T52E,後期,金,,○,,,,,健康の科学,,鈴木　功士,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S201,,,,,,,,,,
駿河台,2,T52F,後期,金,,○,,,,,English Communication Ⅱ,,Campos T.O. Miguel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S402,,,,,,,,,,
駿河台,2,T52G,後期,金,,○,,,,,微分方程式Ⅱ,,武村　一雄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S203,,,,,,,,,,
駿河台,2,T52H,後期,金,,○,,,,,English Communication Ⅱ,,Darnell Ann Watson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S604,,,,,,,,,,
駿河台,3,T52I,前期,金,,○,,,,,英語特殊講義B,,佐久間　桃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S303,,,,,,,,,,
駿河台,3,T52J,後期,金,,○,,,,,英語特殊講義B,,佐久間　桃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S303,,,,,,,,,,
船橋,2,S53A,前期,金,,,○,,,,数理統計学Ⅰ,,安部　公輔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,,,,,,,,,,
船橋,2,S53B,後期,金,,,○,,,,数理統計学Ⅱ,,安部　公輔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1141,,,,,,,,,,
船橋,1,P54P,前期,金,,,,○,,,英語ⅡA,,秋庭　大悟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,1,P54Q,前期,金,,,,○,,,英語ⅡA,,堀　紳介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,,,,,,
船橋,1,P54R,前期,金,,,,○,,,英語ⅡA,,齊藤　雄介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,1,P54S,前期,金,,,,○,,,英語ⅡA,,木村　政則,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,,,,,,,,,,
船橋,1,P54T,前期,金,,,,○,,,英語ⅡA,,石月　正伸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,
船橋,1,Q54O,後期,金,,,,○,,,英語ⅡB,,秋庭　大悟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1011,,,,,,,,,,
船橋,1,Q54P,後期,金,,,,○,,,英語ⅡB,,堀　紳介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,,,,,,,,,,
船橋,1,Q54Q,後期,金,,,,○,,,英語ⅡB,,齊藤　雄介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,,,,,,,,,,
船橋,1,Q54R,後期,金,,,,○,,,英語ⅡB,,木村　政則,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,,,,,,,,,,
船橋,1,Q54S,後期,金,,,,○,,,英語ⅡB,,石月　正伸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013,,,,,,,,,,
船橋,1,S55A,前期,金,,,,,○,,現代物理学,,浅井　和美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,,,,,,,,,,
船橋,1,X55A,前期,木,,,,,,○,学）博物館概論,,江水　是仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,
船橋,1,S55B,後期,金,,,,,○,,現代物理学,Ⅲ群,浅井　和美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1132,,,,,,,,,,
船橋,1,S55C,後期,金,,,,,○,,教養基礎ゼミナール,pythonによるAI入門,佐甲　徳栄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1123,,,,,,,,,,
船橋,1,S55D,後期,金,,,,,○,,教養基礎ゼミナール,メンタルトレーニングの不思議,北村　勝朗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1121,,,,,,,,,,
船橋,1,S55E,後期,金,,,,,○,,教養基礎ゼミナール,生成AIの活用,大越　健斗　,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1122,,,,,,,,,,
船橋,1,X55B,夏季集中講義,土,,,,,○,,学）博物館資料論,,安福　紘大,今西　諒太,伊豆原　月絵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,授業実施場所は別途連絡,,,,,,,,,,
船橋,2,X55C,前期,木,,,,,○,,学）博物館展示論,,江水　是仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,
船橋,2,X55D,後期,金,,,,,○,,教）教育課程論,,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1022,,,,,,,,,,
船橋,2,S55F,後期,金,,,,,○,,力と運動の物理学Ⅰ演習,再履修用科目,松尾　洋介,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1142,,,,,,,,,,
駿河台,2,T55A,前期,金,,,,,○,,教養基礎ゼミナール,pythonによるAI入門,佐甲　徳栄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S202,,,,,,,,,,
駿河台,2,T55B,前期,金,,,,,○,,線形代数学Ⅰ,,齋藤　洋樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S204,,,,,,,,,,
駿河台,2,T55C,前期,金,,,,,○,,力と運動の物理学Ⅱ,再履修用科目,佐々木　淳子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,
駿河台,2,Y55D,前期,金,,,,,○,,学）博物館情報・メディア論,,山本　和清,門馬　英一郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S603,,,,,,,,,,
駿河台,2,T55D,後期,金,,,,,○,,文学,Ⅰ群,岸　規子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,,,,,,,,,,
駿河台,2,T55E,後期,金,,,,,○,,線形代数学Ⅱ,,齋藤　洋樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S204,,,,,,,,,,
駿河台,2,T55F,後期,金,,,,,○,,力と運動の物理学Ⅰ,再履修用科目,佐々木　淳子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,
船橋,1,S56A,前期,金,,,,,,○,日本語Ⅰ(留）,オンライン授業（オンデマンド）,柳　武司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,1,S56B,後期,金,,,,,,○,日本語Ⅱ(留）,オンライン授業（オンデマンド）,柳　武司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,1,X56A,後期,金,,,,,,○,学）生涯学習概論,,守重　信郎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1113,,,,,,,,,,
駿河台,2,Y56B,前期,金,,,,,,○,教）情報科教育法Ⅰ,,笹川　清喜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S502,,,,,,,,,,
駿河台,2,Y56D,後期,金,,,,,,○,教）情報科教育法Ⅱ,,笹川　清喜,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S502,,,,,,,,,,
船橋,3,X61B,前期,土,○,,,,,,教）特別支援教育概論,,水口　進,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432,,,,,,,,,,
船橋,4,S61A,後期,土,○,,,,,,英語特殊講義A,オンライン授業（オンデマンド）,秋庭　大悟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,4,S61B,後期,土,○,,,,,,英語特殊講義B,オンライン授業（オンデマンド）,丸　聡弘,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T61A,前期,土,○,,,,,,ドイツ語Ⅰ,オンライン授業（オンデマンド）,時田　伊津子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T61B,前期,土,○,,,,,,フランス語Ⅰ,オンライン授業（オンデマンド）,石部　尚登,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T61C,前期,土,○,,,,,,中国語Ⅰ,オンライン授業（オンデマンド）,本間　直人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T61D,前期,土,○,,,,,,英語ⅠA,再履修用科目,青木　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,
駿河台,2,T61E,前期,土,○,,,,,,英語ⅡA,再履修用科目,森　晴代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,
駿河台,2,Y61A,前期,土,○,,,,,,教）教育課程論,,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,
駿河台,2,T61F,後期,土,○,,,,,,ドイツ語Ⅱ,オンライン授業（オンデマンド）,時田　伊津子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T61G,後期,土,○,,,,,,フランス語Ⅱ,オンライン授業（オンデマンド）,石部　尚登,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T61H,後期,土,○,,,,,,中国語Ⅱ,オンライン授業（オンデマンド）,本間　直人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,2,T61I,後期,土,○,,,,,,英語ⅡB,再履修用科目,森　晴代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S303,,,,,,,,,,
駿河台,2,T61J,後期,土,○,,,,,,英語ⅠB,再履修用科目,青木　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S304,,,,,,,,,,
駿河台,2,Y61B,後期,土,○,,,,,,教）教育方法・ICT活用論,"令和４年度以降入学者用科目
令和４年度以降の編入学者及び科目等履修生用科目",柴山　英樹,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S404,,,,,,,,,,
駿河台,3,T61K,前期,土,○,,,,,,法学,Ⅰ群／オンライン授業（オンデマンド）,天野　聖悦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T61L,前期,土,○,,,,,,クリティカル・シンキング,Ⅱ群／オンライン授業（オンデマンド）,島村　修平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T61M,前期,土,○,,,,,,英語ⅠA,再履修用科目／オンライン授業（オンデマンド）,北原　安治,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T61N,後期,土,○,,,,,,歴史学,Ⅰ群／オンライン授業（オンデマンド）,藤島　幸彦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T61O,後期,土,○,,,,,,クリティカル・シンキング,Ⅱ群／オンライン授業（オンデマンド）,島村　修平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T61P,後期,土,○,,,,,,感性芸術学,Ⅱ群／オンライン授業（オンデマンド）,勢力　尚雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T61Q,後期,土,○,,,,,,英語ⅠB,再履修用科目／オンライン授業（オンデマンド）,北原　安治,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,Y61C,後期,土,○,,,,,,教）特別支援教育概論,,水口　進,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S504,,,,,,,,,,
駿河台,5,Y61D,後期,土,○,,,,,,教）教育の方法・技術論,令和３年度以前入学者用科目,柴山　英樹,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S404,,,,,,,,,,
船橋,2,X62A,前期,土,,○,,,,,教）教育相談,,水口　進,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432,,,,,,,,,,
駿河台,2,T62A,前期,土,,○,,,,,英語ⅡA,再履修用科目,森　晴代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,
駿河台,2,T62B,前期,土,,○,,,,,英語ⅠA,再履修用科目,青木　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,
駿河台,2,Y62A,前期,土,,○,,,,,教）道徳教育の理論と方法,,柴山　英樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,
駿河台,2,Y62B,前期,土,,○,,,,,教）教育制度論,,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,,,,,,,,,,
駿河台,2,Y62C,後期,木,,,,,○,,学）博物館資料保存論,,江水　是仁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,,,,,,,,,,
駿河台,2,T62C,後期,土,,○,,,,,英語ⅡB,再履修用科目,森　晴代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S303,,,,,,,,,,
駿河台,2,T62D,後期,土,,○,,,,,英語ⅠB,再履修用科目,青木　啓子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S304,,,,,,,,,,
駿河台,2,Y62D,後期,土,,○,,,,,教）教育相談,,水口　進,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S504,,,,,,,,,,
駿河台,3,T62E,前期,土,,○,,,,,感性芸術学,Ⅱ群／オンライン授業（オンデマンド）,奥波　一秀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T62F,前期,土,,○,,,,,クリティカル・シンキング,Ⅱ群／オンライン授業（オンデマンド）,島村　修平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T62G,前期,土,,○,,,,,英語ⅡA,再履修用科目／オンライン授業（オンデマンド）,北原　安治,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T62H,後期,土,,○,,,,,倫理学,Ⅰ群／オンライン授業（オンデマンド）,勢力　尚雅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T62I,後期,土,,○,,,,,クリティカル・シンキング,Ⅱ群／オンライン授業（オンデマンド）,島村　修平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
駿河台,3,T62J,後期,土,,○,,,,,英語ⅡB,再履修用科目／オンライン授業（オンデマンド）,北原　安治,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,オンライン,,,,,,,,,,
船橋,1,X63A,後期,土,,,○,,,,教）現代教職論,,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432,,,,,,,,,,
船橋,1,X63B,後期,土,,,○,,,,教）道徳教育の理論と方法,,三ツ木　純子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1431,,,,,,,,,,
駿河台,2,T63A,前期,土,,,○,,,,英語ⅠA,再履修用科目,藤木　智子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,,,,,,,,,,
駿河台,2,T63B,前期,土,,,○,,,,英語ⅢA,,森　晴代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,,,,,,,,,,
駿河台,2,Y63A,前期,土,,,○,,,,教）教育原論,,柴山　英樹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,
駿河台,2,Y63B,前期,土,,,○,,,,教）教育制度論,,黒田　友紀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153,,,,,,,,,,
駿河台,2,T63C,後期,土,,,○,,,,英語ⅠB,再履修用科目,藤木　智子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S304,,,,,,,,,,
駿河台,2,T63D,後期,土,,,○,,,,英語ⅢB,,森　晴代,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S303,,,,,,,,,,
